,,,,앤드피스,,,CAM 압입 (최고압입력kN/최종압입력kN/판정),,,,,,,,,,,,,,,,,,,,,,,,,,,CAM 토크(N.m)/위상각도(도)/가공여유 검사,
바코드,모델명,라인/장비/팔레트,일시,최종위치(mm)/압입력(kN)/판정,,,CAM1,,,CAM2,,,CAM3,,,CAM4,,,CAM5,,,CAM6,,,CAM7,,,CAM8,,,CAM9,,,CAM1,,,,,CAM2,,,,,CAM3,,,,,CAM4,,,,,CAM5,,,,,CAM6,,,,,CAM7,,,,,CAM8,,,CAM9,,,,,
2403010006D,LAMBDA EX FR GDI,DM1P1,2024-03-01 03:16:14,17.999,32.9,OK,24.97,24.9,OK,26.95,26.77,OK,26.86,26.81,OK,27.35,27.17,OK,26.02,25.42,OK,28.23,28.07,OK,27.26,27.22,OK,0,0,,0,0,,11.5,OK,11.44,OK,11.4,OK,11.47,OK,11.53,OK,11.49,OK,11.49,OK,0,,0,,11.22,OK,11.15,OK,11.38,OK,11.06,OK,11.17,OK,11.25,OK,11.18,OK,0,,0,,,,20.19,OK,OK,,,19.85,OK,OK,,,99.98,OK,OK,,,100.3,OK,OK,,,140.13,OK,OK,,,139.97,OK,OK,,,,,,,,,,,,,,,,
2403010011D,LAMBDA EX FR GDI,DM1P7,2024-03-01 03:17:12,17.999,32.21,OK,25.93,25.89,OK,27.53,27.49,OK,26.95,26.92,OK,28.16,27.96,OK,29.08,28.97,OK,27.67,27.51,OK,26.72,26.7,OK,0,0,,0,0,,11.44,OK,11.47,OK,11.4,OK,11.49,OK,11.57,OK,11.52,OK,11.49,OK,0,,0,,11.38,OK,11.28,OK,11.46,OK,11.64,OK,11.37,OK,11.59,OK,11.39,OK,0,,0,,,,20.15,OK,OK,,,19.77,OK,OK,,,100.62,OK,OK,,,100.87,OK,OK,,,139.77,OK,OK,,,139.94,OK,OK,,,,,,,,,,,,,,,,
11,,,2024-03-01 03:18:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.14,OK,OK,,,19.77,OK,OK,,,100.63,OK,OK,,,100.87,OK,OK,,,139.77,OK,OK,,,139.93,OK,OK,,,,,,,,,,,,,,,,
2403010014D,LAMBDA EX FR GDI,DM1P4,2024-03-01 03:19:55,17.993,32.1,OK,24.56,24.56,OK,27.17,27.13,OK,25.62,25.57,OK,26.74,26.7,OK,29.4,29.26,OK,30.05,29.98,OK,26.54,26.41,OK,0,0,,0,0,,11.43,OK,11.46,OK,11.45,OK,11.45,OK,11.52,OK,11.53,OK,11.5,OK,0,,0,,11.43,OK,11.42,OK,11.42,OK,11.44,OK,11.5,OK,11.49,OK,11.55,OK,0,,0,,,,20.19,OK,OK,,,20,OK,OK,,,100.76,OK,OK,,,100.5,OK,OK,,,139.78,OK,OK,,,139.87,OK,OK,,,,,,,,,,,,,,,,
2403010013D,LAMBDA EX FR GDI,DM5P2,2024-03-01 03:20:53,17.996,31.67,OK,29.28,29.19,OK,25.99,25.99,OK,27.64,27.61,OK,23.9,23.88,OK,26.59,26.38,OK,25.04,24.99,OK,24.44,24.41,OK,0,0,,0,0,,2.78,OK,2.72,OK,2.76,OK,2.71,OK,2.71,OK,2.69,OK,2.67,OK,0,,0,,2.31,OK,2.48,OK,2.52,OK,2.55,OK,0.88,OK,2.5,OK,0.91,OK,0,,0,,,,18.03,OK,OK,,,16.84,OK,OK,,,102.13,OK,OK,,,102.31,OK,OK,,,138.64,OK,OK,,,138.26,OK,OK,,,,,,,,,,,,,,,,
2403010008D,LAMBDA EX FR GDI,DM3P9,2024-03-01 03:21:52,17.998,32.68,OK,23.04,22.66,OK,27.54,27.35,OK,24.73,24.66,OK,23.43,23.34,OK,24.98,24.73,OK,25.31,25.26,OK,21.74,21.48,OK,0,0,,0,0,,11.9,OK,12.36,OK,12.32,OK,12.5,OK,12.35,OK,12.39,OK,12.3,OK,0,,0,,12.76,OK,12.77,OK,12.77,OK,12.74,OK,12.6,OK,12.9,OK,12.76,OK,0,,0,,,,17.78,OK,OK,,,17.61,OK,OK,,,102.4,OK,OK,,,102.68,OK,OK,,,137.44,OK,OK,,,137.39,OK,OK,,,,,,,,,,,,,,,,
2403010007D,LAMBDA EX FR GDI,DM2P2,2024-03-01 03:22:50,17.994,32.03,OK,22.13,22.01,OK,25.04,25.04,OK,25.4,25.4,OK,24.97,24.94,OK,24.55,24.31,OK,25.35,25.33,OK,26.47,26.4,OK,0,0,,0,0,,11.4,OK,11.03,OK,10.78,OK,11.06,OK,11.67,OK,11.43,OK,10.81,OK,0,,0,,9.76,OK,9.81,OK,9.8,OK,9.66,OK,9.66,OK,9.68,OK,9.59,OK,0,,0,,,,17.28,OK,OK,,,17.28,OK,OK,,,102.74,OK,OK,,,102.73,OK,OK,,,137.4,OK,OK,,,137.31,OK,OK,,,,,,,,,,,,,,,,
2403010009D,LAMBDA EX FR GDI,DM4P1,2024-03-01 03:23:49,17.996,33.65,OK,23.94,23.85,OK,25.05,24.96,OK,23.24,23.15,OK,23.13,23.06,OK,24.24,24.2,OK,21.55,21.48,OK,23.04,22.87,OK,0,0,,0,0,,12.53,OK,12.61,OK,12.62,OK,12.77,OK,12.44,OK,12.66,OK,12.62,OK,0,,0,,11.15,OK,11.47,OK,11.58,OK,11.51,OK,11.67,OK,11.53,OK,11.55,OK,0,,0,,,,19.24,OK,OK,,,18.92,OK,OK,,,100.6,OK,OK,,,100.98,OK,OK,,,138.74,OK,OK,,,138.69,OK,OK,,,,,,,,,,,,,,,,
2403010015D,LAMBDA EX FR GDI,DM1P9,2024-03-01 03:24:47,17.993,32.1,OK,24.18,24.13,OK,26.18,26.16,OK,26.38,26.38,OK,27.73,27.6,OK,28.43,28.23,OK,27.71,27.69,OK,26.7,26.68,OK,0,0,,0,0,,11.42,OK,11.45,OK,11.42,OK,11.45,OK,11.45,OK,11.5,OK,11.45,OK,0,,0,,11.4,OK,11.42,OK,11.41,OK,11.21,OK,11.48,OK,11.37,OK,11.29,OK,0,,0,,,,20.58,NG,OK,,,20.07,OK,OK,,,99.96,OK,OK,,,100.63,OK,OK,,,140.46,OK,OK,,,140.38,OK,OK,,,,,,,,,,,,,,,,
2403010016D,LAMBDA EX FR GDI,DM2P6,2024-03-01 03:25:49,17.998,32.15,OK,24.92,24.85,OK,25.79,25.74,OK,27.19,27.12,OK,25.64,25.6,OK,26.78,26.59,OK,24.7,24.65,OK,27.12,27.05,OK,0,0,,0,0,,10.8,OK,10.87,OK,10.86,OK,10.79,OK,10.98,OK,10.83,OK,10.85,OK,0,,0,,9.82,OK,9.68,OK,9.98,OK,9.57,OK,9.62,OK,9.61,OK,9.64,OK,0,,0,,,,17.56,OK,OK,,,17.14,OK,OK,,,103,OK,OK,,,102.86,OK,OK,,,137.25,OK,OK,,,137.05,OK,OK,,,,,,,,,,,,,,,,
